Country,Date,Amount,Controller_Processor,Quoted_Art,Type,LLM_Summary
ROMANIA,2019-12-04,20000,S CNTAR TAROM SA (Airline),32,Insufficient technical and organisational measures to ensure information security,"On 2019-12-04, the DPA of ROMANIA fined S CNTAR TAROM SA (Airline) €20000 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 32)."
BELGIUM,2019-11-28,5000,Municipal alderman,6,Insufficient legal basis for data processing,"On 2019-11-28, the DPA of BELGIUM fined Municipal alderman €5000 for Insufficient legal basis for data processing (Violating GDPR Article 6)."
BELGIUM,2019-11-28,5000,Mayor,6,Insufficient legal basis for data processing,"On 2019-11-28, the DPA of BELGIUM fined Mayor €5000 for Insufficient legal basis for data processing (Violating GDPR Article 6)."
GERMANY,2019-12-03,105000,Hospital,32,Insufficient technical and organisational measures to ensure information security,"On 2019-12-03, the DPA of GERMANY fined Hospital €105000 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 32)."
SPAIN,,10000,Ikea Ibérica,6,Insufficient legal basis for data processing,"On NaT, the DPA of SPAIN fined Ikea Ibérica €10000 for Insufficient legal basis for data processing (Violating GDPR Article 6)."
LATVIA,,150000,Unknown,6,Insufficient legal basis for data processing,"On NaT, the DPA of LATVIA fined Unknown €150000 for Insufficient legal basis for data processing (Violating GDPR Article 6)."
SPAIN,2019-11-19,60000,Xfera Moviles S.A.,32,Insufficient technical and organisational measures to ensure information security,"On 2019-11-19, the DPA of SPAIN fined Xfera Moviles S.A. €60000 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 32)."
FRANCE,2019-11-21,500000,Futura Internationale,"5,6,13,14,21,31,44",Insufficient fulfilment of data subjects rights,"On 2019-11-21, the DPA of FRANCE fined Futura Internationale €500000 for Insufficient fulfilment of data subjects rights (Violating GDPR Article 5,6,13,14,21,31,44)."
SPAIN,2019-11-14,30000,Telefónica SA,5,Non-compliance with general data processing principles,"On 2019-11-14, the DPA of SPAIN fined Telefónica SA €30000 for Non-compliance with general data processing principles (Violating GDPR Article 5)."
ROMANIA,2019-11-22,2000,BNP Paribas Personal Finance S.A.,"12,17",Insufficient fulfilment of data subjects rights,"On 2019-11-22, the DPA of ROMANIA fined BNP Paribas Personal Finance S.A. €2000 for Insufficient fulfilment of data subjects rights (Violating GDPR Article 12,17)."
ROMANIA,2019-11-25,11000,Courier Services Company,32,Insufficient technical and organisational measures to ensure information security,"On 2019-11-25, the DPA of ROMANIA fined Courier Services Company €11000 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 32)."
SPAIN,2019-11-21,60000,Viaqua Xestión Integral Augas de Galicia,6,Insufficient legal basis for data processing,"On 2019-11-21, the DPA of SPAIN fined Viaqua Xestión Integral Augas de Galicia €60000 for Insufficient legal basis for data processing (Violating GDPR Article 6)."
SPAIN,2019-11-19,60000,Corporación radiotelevisión espanola,32,Insufficient technical and organisational measures to ensure information security,"On 2019-11-19, the DPA of SPAIN fined Corporación radiotelevisión espanola €60000 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 32)."
CZECH REPUBLIC,,980,Individual entrepreneur - no further details published,32,Insufficient technical and organisational measures to ensure information security,"On NaT, the DPA of CZECH REPUBLIC fined Individual entrepreneur - no further details published €980 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 32)."
CZECH REPUBLIC,,588,Alza.cz a.s.,"6,7",Insufficient legal basis for data processing,"On NaT, the DPA of CZECH REPUBLIC fined Alza.cz a.s. €588 for Insufficient legal basis for data processing (Violating GDPR Article 6,7)."
SPAIN,2019-11-13,3000,General Confederation of Labour ('CGT'),6,Insufficient legal basis for data processing,"On 2019-11-13, the DPA of SPAIN fined General Confederation of Labour ('CGT') €3000 for Insufficient legal basis for data processing (Violating GDPR Article 6)."
SLOVAKIA,,50000,Social Insurance Agency,32,Insufficient technical and organisational measures to ensure information security,"On NaT, the DPA of SLOVAKIA fined Social Insurance Agency €50000 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 32)."
PORTUGAL,2019-03-19,2000,Unknown,13,Insufficient fulfilment of information obligations,"On 2019-03-19, the DPA of PORTUGAL fined Unknown €2000 for Insufficient fulfilment of information obligations (Violating GDPR Article 13)."
THE NETHERLANDS,2019-10-31,900000,UWV (Dutch employee insurance service provider),32,Insufficient technical and organisational measures to ensure information security,"On 2019-10-31, the DPA of THE NETHERLANDS fined UWV (Dutch employee insurance service provider) €900000 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 32)."
SPAIN,2019-10-31,6000,Jocker Premium Invex,6,Insufficient legal basis for data processing,"On 2019-10-31, the DPA of SPAIN fined Jocker Premium Invex €6000 for Insufficient legal basis for data processing (Violating GDPR Article 6)."
SPAIN,2019-11-06,900,Cerrajero Online,13,Insufficient fulfilment of information obligations,"On 2019-11-06, the DPA of SPAIN fined Cerrajero Online €900 for Insufficient fulfilment of information obligations (Violating GDPR Article 13)."
SPAIN,,12000,Madrileña Red de Gas,32,Insufficient technical and organisational measures to ensure information security,"On NaT, the DPA of SPAIN fined Madrileña Red de Gas €12000 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 32)."
SPAIN,2019-11-07,900,TODOTECNICOS24H S.L.,13,Insufficient fulfilment of information obligations,"On 2019-11-07, the DPA of SPAIN fined TODOTECNICOS24H S.L. €900 for Insufficient fulfilment of information obligations (Violating GDPR Article 13)."
POLAND,2019-10-16,47000,ClickQuickNow,5,Non-compliance with general data processing principles,"On 2019-10-16, the DPA of POLAND fined ClickQuickNow €47000 for Non-compliance with general data processing principles (Violating GDPR Article 5)."
GERMANY,,80000,Unknown,32,Insufficient technical and organisational measures to ensure information security,"On NaT, the DPA of GERMANY fined Unknown €80000 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 32)."
SPAIN,2019-10-25,36000,"Vodafone España, S.A.U.","5,6",Insufficient legal basis for data processing,"On 2019-10-25, the DPA of SPAIN fined Vodafone España, S.A.U. €36000 for Insufficient legal basis for data processing (Violating GDPR Article 5,6)."
GERMANY,2019-10-30,0,Deutsche Wohnen SE,5,Non-compliance with general data processing principles,"On 2019-10-30, the DPA of GERMANY fined Deutsche Wohnen SE €0 for Non-compliance with general data processing principles (Violating GDPR Article 5)."
GERMANY,2021-02-23,0,Deutsche Wohnen SE,"5,25",Non-compliance with general data processing principles,"On 2021-02-23, the DPA of GERMANY fined Deutsche Wohnen SE €0 for Non-compliance with general data processing principles (Violating GDPR Article 5,25)."
POLAND,2019-10-18,9380,Major of Aleksandrów Kujawski,28,Insufficient data processing agreement,"On 2019-10-18, the DPA of POLAND fined Major of Aleksandrów Kujawski €9380 for Insufficient data processing agreement (Violating GDPR Article 28)."
AUSTRIA,2019-10-29,0,Austrian Post,"5,6",Insufficient legal basis for data processing,"On 2019-10-29, the DPA of AUSTRIA fined Austrian Post €0 for Insufficient legal basis for data processing (Violating GDPR Article 5,6)."
SLOVAKIA,,40000,Slovak Telekom,32,Insufficient technical and organisational measures to ensure information security,"On NaT, the DPA of SLOVAKIA fined Slovak Telekom €40000 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 32)."
SPAIN,2019-10-16,8000,Iberdrola Clientes,31,Insufficient cooperation with supervisory authority,"On 2019-10-16, the DPA of SPAIN fined Iberdrola Clientes €8000 for Insufficient cooperation with supervisory authority (Violating GDPR Article 31)."
SPAIN,2019-10-16,60000,Xfera Moviles S.A.,"5,6",Insufficient legal basis for data processing,"On 2019-10-16, the DPA of SPAIN fined Xfera Moviles S.A. €60000 for Insufficient legal basis for data processing (Violating GDPR Article 5,6)."
SLOVAKIA,,0,Unknown,5,Insufficient legal basis for data processing,"On NaT, the DPA of SLOVAKIA fined Unknown €0 for Insufficient legal basis for data processing (Violating GDPR Article 5)."
SLOVAKIA,,0,Unknown,"5,32",Insufficient technical and organisational measures to ensure information security,"On NaT, the DPA of SLOVAKIA fined Unknown €0 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 5,32)."
SLOVAKIA,,0,Unknown,"5,32",Insufficient technical and organisational measures to ensure information security,"On NaT, the DPA of SLOVAKIA fined Unknown €0 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 5,32)."
SLOVAKIA,,0,Unknown,15,Insufficient fulfilment of data subjects rights,"On NaT, the DPA of SLOVAKIA fined Unknown €0 for Insufficient fulfilment of data subjects rights (Violating GDPR Article 15)."
ROMANIA,2019-09-26,9000,Inteligo Media SA,5,Insufficient legal basis for data processing,"On 2019-09-26, the DPA of ROMANIA fined Inteligo Media SA €9000 for Insufficient legal basis for data processing (Violating GDPR Article 5)."
CYPRUS,,14000,Doctor,"5,6",Insufficient legal basis for data processing,"On NaT, the DPA of CYPRUS fined Doctor €14000 for Insufficient legal basis for data processing (Violating GDPR Article 5,6)."
SPAIN,2019-10-01,30000,Vueling Airlines,"5,6",Insufficient legal basis for data processing,"On 2019-10-01, the DPA of SPAIN fined Vueling Airlines €30000 for Insufficient legal basis for data processing (Violating GDPR Article 5,6)."
ROMANIA,2019-10-09,20000,Vreau Credit SRL,"32,33",Insufficient technical and organisational measures to ensure information security,"On 2019-10-09, the DPA of ROMANIA fined Vreau Credit SRL €20000 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 32,33)."
ROMANIA,2019-10-09,150000,Raiffeisen Bank SA,32,Insufficient technical and organisational measures to ensure information security,"On 2019-10-09, the DPA of ROMANIA fined Raiffeisen Bank SA €150000 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 32)."
GREECE,2019-10-07,200000,Telecommunication Service Provider,"21,25",Non-compliance with general data processing principles,"On 2019-10-07, the DPA of GREECE fined Telecommunication Service Provider €200000 for Non-compliance with general data processing principles (Violating GDPR Article 21,25)."
GREECE,2019-10-07,200000,Telecommunication Service Provider,"5,25",Non-compliance with general data processing principles,"On 2019-10-07, the DPA of GREECE fined Telecommunication Service Provider €200000 for Non-compliance with general data processing principles (Violating GDPR Article 5,25)."
SPAIN,,9600,"Restaurant (SANTI 3000, S.L.)","5,6",Insufficient legal basis for data processing,"On NaT, the DPA of SPAIN fined Restaurant (SANTI 3000, S.L.) €9600 for Insufficient legal basis for data processing (Violating GDPR Article 5,6)."
BELGIUM,2019-09-17,10000,Merchant,5,Non-compliance with general data processing principles,"On 2019-09-17, the DPA of BELGIUM fined Merchant €10000 for Non-compliance with general data processing principles (Violating GDPR Article 5)."
POLAND,2019-09-10,660000,Morele.net,32,Insufficient technical and organisational measures to ensure information security,"On 2019-09-10, the DPA of POLAND fined Morele.net €660000 for Insufficient technical and organisational measures to ensure information security (Violating GDPR Article 32)."
GERMANY,2019-09-19,195407,Delivery Hero,"15,17,21",Insufficient fulfilment of data subjects rights,"On 2019-09-19, the DPA of GERMANY fined Delivery Hero €195407 for Insufficient fulfilment of data subjects rights (Violating GDPR Article 15,17,21)."
PORTUGAL,2019-03-25,2000,Unknown,13,Insufficient fulfilment of information obligations,"On 2019-03-25, the DPA of PORTUGAL fined Unknown €2000 for Insufficient fulfilment of information obligations (Violating GDPR Article 13)."
PORTUGAL,2019-02-05,20000,Unknown,15,Insufficient fulfilment of data subjects rights,"On 2019-02-05, the DPA of PORTUGAL fined Unknown €20000 for Insufficient fulfilment of data subjects rights (Violating GDPR Article 15)."
